,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
201,Bretigny-sur-Morrens,46.603088,6.642508043369688,Restaurant Le Moulin d'Assens,46.614638,6.639044,Swiss Restaurant
202,Bretigny-sur-Morrens,46.603088,6.642508043369688,Li Garden,46.615969532619154,6.659625601606082,Chinese Restaurant
203,Bretonnières,46.71377845,6.472213605959768,Auberge De Ecusson Vaudois,46.712001,6.474738,Swiss Restaurant
204,Bretonnières,46.71377845,6.472213605959768,Auberge Communale de L'Ecusson Vaudois,46.721821,6.475666,Restaurant
205,Buchillon,46.4702466,6.4230108,Café-Restaurant au Vieux Navire,46.47096907292999,6.423610587180072,French Restaurant
206,Buchillon,46.4702466,6.4230108,McDonald's,46.47457857928389,6.424455176923822,Fast Food Restaurant
207,Buchillon,46.4702466,6.4230108,Duchessa,46.473909,6.416348,Italian Restaurant
208,Buchillon,46.4702466,6.4230108,Auberge des Grands-Bois,46.470202006894105,6.408418648466566,Italian Restaurant
209,Buchillon,46.4702466,6.4230108,Le Coin,46.47436925650753,6.417998725519469,Greek Restaurant
210,Buchillon,46.4702466,6.4230108,Cinecitta,46.47398492096381,6.42768806293886,Mediterranean Restaurant
211,Buchillon,46.4702466,6.4230108,Sabai Thai,46.473951,6.408611,Thai Restaurant
212,Buchillon,46.4702466,6.4230108,Istanbul Kebab,46.47683634301146,6.402671266089465,Falafel Restaurant
213,Buchillon,46.4702466,6.4230108,Auberge Communale d'Etoy,46.48606510477343,6.419337917539862,Swiss Restaurant
214,Buchillon,46.4702466,6.4230108,Restaurant Pizzeria de la Gare d’Allaman,46.47627083,6.3994185,Pizza Place
215,Bullet,46.8309314,6.5546431,Les Planets,46.830272,6.542318,Diner
216,Bullet,46.8309314,6.5546431,Les Cluds,46.842880391454095,6.562230781779297,Swiss Restaurant
217,Bursinel,46.438423,6.3053467,La Clef d'Or,46.4387396448216,6.305284751212318,French Restaurant
218,Bursinel,46.438423,6.3053467,Auberge Communale de Dully,46.429381002515335,6.2957168299554365,French Restaurant
219,Bursinel,46.438423,6.3053467,Burger King,46.44663221271703,6.297445560764344,Fast Food Restaurant
220,Bursinel,46.438423,6.3053467,Auberge du Soleil,46.451732828121216,6.290825716433888,Restaurant
221,Bursins,46.4515535,6.2906369,Au Coeur de la Côte,46.4475247,6.2797391,Swiss Restaurant
222,Bursins,46.4515535,6.2906369,De l'Union,46.453666,6.29007,Swiss Restaurant
223,Bursins,46.4515535,6.2906369,Auberge Communale de Gilly,46.4576755,6.29613605,Swiss Restaurant
224,Bursins,46.4515535,6.2906369,La Clef d'Or,46.4387396448216,6.305284751212318,French Restaurant
225,Bursins,46.4515535,6.2906369,Auberge Communale de Luins,46.4439415178676,6.272478716602336,Swiss Restaurant
226,Bursins,46.4515535,6.2906369,Burger King,46.44663221271703,6.297445560764344,Fast Food Restaurant
227,Burtigny,46.4687203,6.2567707,"Auberge La Charrue, Le Vaud",46.47764,6.2356477,Italian Restaurant
228,Bussigny,46.5512503,6.553745,Restaurant de l’Hôtel de Ville de Crissier,46.553996327844736,6.576703421071869,French Restaurant
229,Bussigny,46.5512503,6.553745,Fleur de Pains,46.548889592223134,6.553053608318228,Bakery
